trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
493,False,"{'a': 0.003560293048603302, 'e': 0.007120586097206604}",20,10,15.892571898749464,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.003524690118117269, 'e': 0.007049380236234538}",25,7,33.154169246934956,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.0034894432169360963, 'e': 0.006978886433872193}",20,6,21.25082509483338,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.003454548784766735, 'e': 0.00690909756953347}",25,12,26.501236769860014,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.003420003296919068, 'e': 0.006840006593838136}",30,12,21.788152012446083,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.0033858032639498773, 'e': 0.006771606527899755}",30,13,28.703913017313464,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.0033519452313103782, 'e': 0.0067038904626207565}",25,14,20.98880991624973,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.0033184257789972745, 'e': 0.006636851557994549}",25,8,28.302845299817292,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.0032852415212073017, 'e': 0.006570483042414603}",20,6,28.166323826308528,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.0032523891059952287, 'e': 0.006504778211990457}",20,8,21.351142678706367,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.0032198652149352763, 'e': 0.006439730429870553}",25,11,21.915259032926212,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.0031876665627859234, 'e': 0.006375333125571847}",30,13,29.79180337890041,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.0031557898971580644, 'e': 0.006311579794316129}",20,0,28.432806653029342,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
506,False,"{'a': 0.0031242319981864834, 'e': 0.006248463996372967}",35,25,22.712465605355,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.0030929896782046187, 'e': 0.0061859793564092375}",20,6,0.7674583905511803,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
508,False,"{'a': 0.0030620597814225727, 'e': 0.006124119562845145}",30,11,36.553832243293144,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.0030314391836083468, 'e': 0.0060628783672166935}",30,21,17.77698606140867,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.003001124791772263, 'e': 0.006002249583544526}",25,9,26.35836557815375,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.0029711135438545404, 'e': 0.005942227087709081}",20,9,20.11803638942532,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.002941402408415995, 'e': 0.00588280481683199}",20,4,28.348290742593733,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.0029119883843318354, 'e': 0.005823976768663671}",20,8,-20.883664565510987,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
514,False,"{'a': 0.0028828685004885168, 'e': 0.0057657370009770335}",30,8,35.487253323189904,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.0028540398154836316, 'e': 0.005708079630967263}",20,3,30.533003959225944,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.002825499417328795, 'e': 0.00565099883465759}",25,4,-10.255699586643752,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
517,False,"{'a': 0.0027972444231555075, 'e': 0.005594488846311015}",25,13,-1.618088923692334,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
518,False,"{'a': 0.002769271978923952, 'e': 0.005538543957847904}",25,13,26.11697104576915,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.002741579259134713, 'e': 0.005483158518269426}",20,4,26.20277367258712,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.0027141634665433655, 'e': 0.005428326933086731}",20,14,11.107512741873936,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.002687021831877932, 'e': 0.005374043663755864}",30,8,34.880407434051136,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.0026601516135591526, 'e': 0.005320303227118305}",25,14,20.14730458930549,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.002633550097423561, 'e': 0.005267100194847122}",25,13,20.786626651443157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.0026072145964493253, 'e': 0.005214429192898651}",30,11,29.481578535588923,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.002581142450484832, 'e': 0.005162284900969664}",30,18,23.095302195257922,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.002555331025979984, 'e': 0.005110662051959968}",25,0,33.18118783465067,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
527,False,"{'a': 0.002529777715720184, 'e': 0.005059555431440368}",30,18,21.466344103483845,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.002504479938562982, 'e': 0.005008959877125964}",30,13,32.54577754862426,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.0024794351391773523, 'e': 0.0049588702783547045}",20,4,14.383138524670622,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
530,False,"{'a': 0.0024546407877855786, 'e': 0.004909281575571157}",30,15,26.67760583209223,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.0024300943799077227, 'e': 0.0048601887598154455}",25,18,12.353198613125434,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.0024057934361086455, 'e': 0.004811586872217291}",25,19,-12.329485155524036,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
533,False,"{'a': 0.002381735501747559, 'e': 0.004763471003495118}",20,16,7.197511987370412,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.0023579181467300835, 'e': 0.004715836293460167}",30,12,31.929556560352836,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.0023343389652627825, 'e': 0.004668677930525565}",25,0,28.167405626202942,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
536,False,"{'a': 0.0023109955756101547, 'e': 0.0046219911512203095}",25,11,27.27217119755715,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.002287885619854053, 'e': 0.004575771239708106}",20,0,29.78270261111434,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
538,False,"{'a': 0.0022650067636555125, 'e': 0.004530013527311025}",20,10,19.871882439198977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.0022423566960189573, 'e': 0.004484713392037915}",30,21,17.44302515727924,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.002219933129058768, 'e': 0.004439866258117536}",20,8,-2.752103894836167,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
541,False,"{'a': 0.0021977337977681804, 'e': 0.004395467595536361}",25,10,21.146285055560707,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.0021757564597904983, 'e': 0.0043515129195809965}",25,20,9.713291751970406,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.0021539988951925935, 'e': 0.004307997790385187}",20,6,20.64902002494053,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.0021324589062406674, 'e': 0.004264917812481335}",20,4,24.08658714774417,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.002111134317178261, 'e': 0.004222268634356522}",30,1,41.581892441418624,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.0020900229740064783, 'e': 0.004180045948012957}",25,2,18.30614815490222,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
547,False,"{'a': 0.0020691227442664133, 'e': 0.004138245488532827}",25,11,27.830546172539183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.002048431516823749, 'e': 0.004096863033647498}",25,11,24.871317679426618,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.0020279472016555117, 'e': 0.0040558944033110235}",20,6,21.960918060709282,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.0020076677296389563, 'e': 0.004015335459277913}",20,9,20.548332366871094,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.001987591052342567, 'e': 0.003975182104685134}",20,9,20.791066906239056,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.001967715141819141, 'e': 0.003935430283638282}",20,0,28.848236818840604,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
553,False,"{'a': 0.0019480379904009497, 'e': 0.0038960759808018995}",30,15,24.99998368451958,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.0019285576104969403, 'e': 0.0038571152209938807}",20,9,23.59395819137174,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.0019092720343919709, 'e': 0.0038185440687839418}",25,3,27.218394351206776,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.001890179314048051, 'e': 0.003780358628096102}",25,2,38.76616619707906,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.0018712775209075707, 'e': 0.0037425550418151415}",25,12,25.292815814724907,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.0018525647456984948, 'e': 0.0037051294913969897}",20,14,11.282298751512961,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.00183403909824151, 'e': 0.00366807819648302}",20,0,26.043504075906075,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.0018156987072590947, 'e': 0.0036313974145181895}",20,0,-9.936563315692647,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
561,False,"{'a': 0.001797541720186504, 'e': 0.003595083440373008}",30,8,39.8089359281334,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.001779566302984639, 'e': 0.003559132605969278}",25,11,23.63483248591678,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.0017617706399547925, 'e': 0.003523541279909585}",20,0,29.70861870364949,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
564,False,"{'a': 0.0017441529335552445, 'e': 0.003488305867110489}",25,7,26.749688156009725,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.001726711404219692, 'e': 0.003453422808439384}",20,11,16.520052554757974,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.0017094442901774952, 'e': 0.0034188885803549903}",25,0,34.62448291374421,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
567,False,"{'a': 0.0016923498472757202, 'e': 0.0033846996945514404}",30,16,24.187178209614462,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.001675426348802963, 'e': 0.003350852697605926}",20,5,27.726452033992253,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.0016586720853149332, 'e': 0.0033173441706298664}",20,0,25.972142639290364,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
570,False,"{'a': 0.0016420853644617838, 'e': 0.0032841707289235677}",30,12,32.89924664335288,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.001625664510817166, 'e': 0.003251329021634332}",20,8,22.955995699697578,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.0016094078657089943, 'e': 0.0032188157314179885}",20,4,25.95671219895045,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.0015933137870519044, 'e': 0.003186627574103809}",25,16,19.227669269463057,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.0015773806491813853, 'e': 0.0031547612983627705}",20,12,16.179732643659463,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.0015616068426895714, 'e': 0.003123213685379143}",20,16,7.334954116603494,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.0015459907742626758, 'e': 0.0030919815485253516}",20,14,13.145430687265497,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.001530530866520049, 'e': 0.003061061733040098}",25,14,18.838031464103775,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.0015152255578548485, 'e': 0.003030451115709697}",20,0,-13.09924791076705,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
579,False,"{'a': 0.0015000733022763, 'e': 0.0030001466045526}",20,10,17.4118275156958,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.001485072569253537, 'e': 0.002970145138507074}",35,24,16.73129460819424,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.0014702218435610015, 'e': 0.002940443687122003}",20,6,22.040142154914516,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.0014555196251253915, 'e': 0.002911039250250783}",20,16,7.0610454479240845,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.0014409644288741377, 'e': 0.0028819288577482754}",20,0,-5.7032245659895455,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
584,False,"{'a': 0.0014265547845853962, 'e': 0.0028531095691707925}",20,7,23.03065344907195,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.0014122892367395422, 'e': 0.0028245784734790844}",20,7,22.193023988951982,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.0013981663443721468, 'e': 0.0027963326887442937}",25,0,41.756922272833236,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.0013841846809284253, 'e': 0.0027683693618568506}",20,12,-7.049546962662168,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
588,False,"{'a': 0.001370342834119141, 'e': 0.002740685668238282}",25,5,29.606218902245367,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.0013566394057779496, 'e': 0.0027132788115558993}",30,8,40.01851282085827,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.0013430730117201702, 'e': 0.0026861460234403403}",35,22,25.044067356234144,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.0013296422816029684, 'e': 0.002659284563205937}",25,11,26.887927986672942,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.0013163458587869387, 'e': 0.0026326917175738774}",30,5,42.10997210540162,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.0013031824001990694, 'e': 0.0026063648003981387}",25,10,24.765361422212166,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.0012901505761970787, 'e': 0.0025803011523941573}",25,0,34.61263205434893,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
595,False,"{'a': 0.0012772490704351079, 'e': 0.0025544981408702158}",20,0,33.685724738197216,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
596,False,"{'a': 0.0012644765797307567, 'e': 0.0025289531594615135}",20,13,16.124341893762224,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.0012518318139334492, 'e': 0.0025036636278668984}",30,3,48.154197209842806,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.0012393134957941147, 'e': 0.0024786269915882293}",25,1,40.323342638899376,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.0012269203608361735, 'e': 0.002453840721672347}",20,14,10.963075852472949,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.0012146511572278117, 'e': 0.0024293023144556234}",25,0,41.938298423935734,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
601,False,"{'a': 0.0012025046456555337, 'e': 0.0024050092913110673}",25,0,40.763033005638064,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
602,False,"{'a': 0.0011904795991989783, 'e': 0.0023809591983979567}",25,0,-8.994762454215898,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
603,False,"{'a': 0.0011785748032069885, 'e': 0.002357149606413977}",30,7,35.114216298159405,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.0011667890551749186, 'e': 0.002333578110349837}",30,22,16.905864280910933,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.0011551211646231693, 'e': 0.0023102423292463386}",20,4,25.022766052931964,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.0011435699529769377, 'e': 0.0022871399059538754}",20,0,28.50810022309348,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
607,False,"{'a': 0.0011321342534471683, 'e': 0.0022642685068943367}",20,3,26.703132183491253,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.0011208129109126965, 'e': 0.002241625821825393}",30,11,34.12708140406018,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.0011096047818035697, 'e': 0.0022192095636071395}",30,0,43.921229280950016,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
610,False,"{'a': 0.001098508733985534, 'e': 0.002197017467971068}",20,3,29.70814128226788,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.0010875236466456786, 'e': 0.002175047293291357}",20,0,29.960596878800708,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
612,False,"{'a': 0.001076648410179222, 'e': 0.002153296820358444}",30,16,22.669945809143524,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.0010658819260774297, 'e': 0.0021317638521548593}",30,18,25.085483139794,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.0010552231068166552, 'e': 0.0021104462136333105}",30,15,30.135915258025282,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.0010446708757484886, 'e': 0.0020893417514969773}",20,0,26.442958252430113,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
616,False,"{'a': 0.0010342241669910037, 'e': 0.0020684483339820075}",25,11,26.79884586739883,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.0010238819253210938, 'e': 0.0020477638506421875}",25,17,15.555456647092752,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.0010136431060678828, 'e': 0.0020272862121357657}",25,11,24.455772355600708,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.001003506675007204, 'e': 0.002007013350014408}",20,16,7.875405159946834,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.0009934716082571318, 'e': 0.0019869432165142637}",25,13,0.711067786199036,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,0,49.54976570275282,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0, 'e': 0}",30,12,29.298599827523475,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,13,21.016013302451885,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,10,26.085815572592335,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,14,17.392200579748113,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,10,14.492062180212535,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,7,29.822751581775186,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,13,14.456682357864285,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,11,24.34584248813938,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,13,31.27479015406829,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,5,25.75508283046221,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,0,26.13723298154664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
13,True,"{'a': 0, 'e': 0}",20,0,30.46754523394208,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,0,41.73982729183728,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
15,True,"{'a': 0, 'e': 0}",25,7,29.139452634905435,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,11,17.62179417143804,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,16,6.334161613193058,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,0,27.665310603221492,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,9,20.263614712669693,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,8,42.855001789607535,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
