trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",20,0,-110.79309536762159,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
2,False,"{'a': 0.495, 'e': 0.99}",25,0,-247.68252527549706,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 5}",0
3,False,"{'a': 0.49005, 'e': 0.9801}",25,0,-172.94180218506813,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 3}",0
4,False,"{'a': 0.4851495, 'e': 0.970299}",25,0,-146.94402763047202,"{0: 14, 1: 1, 2: 5, 3: 4, 4: 1}",0
5,False,"{'a': 0.480298005, 'e': 0.96059601}",20,0,-229.84373237925223,"{0: 7, 1: 2, 2: 7, 3: 0, 4: 4}",0
6,False,"{'a': 0.47549502494999996, 'e': 0.9509900498999999}",30,14,-12.706756569174729,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
7,False,"{'a': 0.4707400747005, 'e': 0.941480149401}",20,8,13.699395924582033,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
8,False,"{'a': 0.46603267395349496, 'e': 0.9320653479069899}",25,0,-194.87719466253895,"{0: 12, 1: 1, 2: 9, 3: 0, 4: 3}",0
9,False,"{'a': 0.46137234721396003, 'e': 0.9227446944279201}",25,0,-112.12304246467372,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
10,False,"{'a': 0.4567586237418204, 'e': 0.9135172474836408}",20,4,-7.615813575836656,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
11,False,"{'a': 0.4521910375044022, 'e': 0.9043820750088044}",20,0,-141.7680570263715,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
12,False,"{'a': 0.4476691271293582, 'e': 0.8953382542587164}",20,0,-35.161264525571845,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
13,False,"{'a': 0.4431924358580646, 'e': 0.8863848717161292}",25,0,-44.89215935472071,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
14,False,"{'a': 0.4387605114994839, 'e': 0.8775210229989678}",30,0,-86.9814894408401,"{0: 18, 1: 4, 2: 7, 3: 1, 4: 0}",0
15,False,"{'a': 0.4343729063844891, 'e': 0.8687458127689782}",25,0,-77.2868108318339,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
16,False,"{'a': 0.4300291773206442, 'e': 0.8600583546412884}",25,0,-156.96590635682898,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
17,False,"{'a': 0.42572888554743776, 'e': 0.8514577710948755}",35,0,-191.73137128611506,"{0: 22, 1: 1, 2: 6, 3: 4, 4: 2}",0
18,False,"{'a': 0.4214715966919634, 'e': 0.8429431933839268}",20,0,-121.66410386360089,"{0: 11, 1: 5, 2: 1, 3: 1, 4: 2}",0
19,False,"{'a': 0.41725688072504374, 'e': 0.8345137614500875}",20,0,-51.02563264841084,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
20,False,"{'a': 0.4130843119177933, 'e': 0.8261686238355866}",20,0,-95.98305100136315,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
21,False,"{'a': 0.4089534687986154, 'e': 0.8179069375972308}",20,0,-90.80188183334428,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
22,False,"{'a': 0.4048639341106292, 'e': 0.8097278682212584}",25,0,-54.29063028347953,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
23,False,"{'a': 0.40081529476952293, 'e': 0.8016305895390459}",20,0,-33.77035465682849,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
24,False,"{'a': 0.3968071418218277, 'e': 0.7936142836436554}",25,4,-41.47402641791518,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 0}",1
25,False,"{'a': 0.3928390704036094, 'e': 0.7856781408072188}",35,0,-295.0841412979577,"{0: 18, 1: 2, 2: 7, 3: 4, 4: 4}",0
26,False,"{'a': 0.3889106796995733, 'e': 0.7778213593991467}",25,4,-86.09053306364594,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 1}",1
27,False,"{'a': 0.38502157290257755, 'e': 0.7700431458051551}",25,0,-123.30700221678889,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
28,False,"{'a': 0.3811713571735518, 'e': 0.7623427143471035}",20,0,-63.145206062036436,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
29,False,"{'a': 0.3773596436018163, 'e': 0.7547192872036326}",25,0,-65.54403129239634,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
30,False,"{'a': 0.3735860471657981, 'e': 0.7471720943315961}",30,15,-74.81632518255145,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 1}",1
31,False,"{'a': 0.3698501866941401, 'e': 0.7397003733882802}",30,0,-98.6926641214297,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
32,False,"{'a': 0.36615168482719873, 'e': 0.7323033696543975}",25,2,-53.1266289774351,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 1}",1
33,False,"{'a': 0.3624901679789267, 'e': 0.7249803359578534}",20,0,-41.860358779954424,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
34,False,"{'a': 0.35886526629913745, 'e': 0.7177305325982749}",20,9,-72.23990987663784,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 2}",1
35,False,"{'a': 0.35527661363614604, 'e': 0.7105532272722921}",20,0,-125.24531814711254,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
36,False,"{'a': 0.3517238474997846, 'e': 0.7034476949995692}",20,0,-38.14039353403538,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
37,False,"{'a': 0.34820660902478673, 'e': 0.6964132180495735}",25,0,-92.06361229337718,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
38,False,"{'a': 0.34472454293453886, 'e': 0.6894490858690777}",20,0,10.219911612341098,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
39,False,"{'a': 0.3412772975051935, 'e': 0.682554595010387}",20,0,-49.569807943469925,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
40,False,"{'a': 0.33786452453014154, 'e': 0.6757290490602831}",25,0,-89.53252176057475,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
41,False,"{'a': 0.33448587928484014, 'e': 0.6689717585696803}",25,9,-92.21764139514198,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 2}",1
42,False,"{'a': 0.33114102049199173, 'e': 0.6622820409839835}",30,0,-32.96022417445214,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
43,False,"{'a': 0.3278296102870718, 'e': 0.6556592205741436}",25,0,-54.850560746555445,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
44,False,"{'a': 0.3245513141842011, 'e': 0.6491026283684022}",25,0,-21.532712608064752,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
45,False,"{'a': 0.32130580104235906, 'e': 0.6426116020847181}",30,0,-161.53283898586633,"{0: 20, 1: 3, 2: 3, 3: 1, 4: 3}",0
46,False,"{'a': 0.31809274303193547, 'e': 0.6361854860638709}",20,0,-131.35655671170417,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
47,False,"{'a': 0.31491181560161613, 'e': 0.6298236312032323}",20,0,-201.03375574232643,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
48,False,"{'a': 0.3117626974456, 'e': 0.6235253948912}",20,0,-2.019578255648208,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
49,False,"{'a': 0.308645070471144, 'e': 0.617290140942288}",30,0,-123.29205837229836,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
50,False,"{'a': 0.3055586197664325, 'e': 0.611117239532865}",20,0,-197.97441981570674,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 4}",0
51,False,"{'a': 0.3025030335687682, 'e': 0.6050060671375364}",25,0,-68.23804369338517,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
52,False,"{'a': 0.2994780032330805, 'e': 0.598956006466161}",20,9,11.589421531911292,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.2964832232007497, 'e': 0.5929664464014994}",20,0,-101.71505881241372,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
54,False,"{'a': 0.2935183909687422, 'e': 0.5870367819374844}",20,0,-63.346842835760576,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
55,False,"{'a': 0.29058320705905477, 'e': 0.5811664141181095}",25,7,-82.33099260694316,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 1}",1
56,False,"{'a': 0.28767737498846424, 'e': 0.5753547499769285}",25,0,-44.23798053909137,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
57,False,"{'a': 0.2848006012385796, 'e': 0.5696012024771592}",25,0,-139.63453880999762,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
58,False,"{'a': 0.28195259522619376, 'e': 0.5639051904523875}",35,5,-36.78352360413778,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",1
59,False,"{'a': 0.27913306927393183, 'e': 0.5582661385478637}",20,5,-81.0890833463668,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",1
60,False,"{'a': 0.27634173858119254, 'e': 0.5526834771623851}",20,9,-29.271990389776096,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
61,False,"{'a': 0.2735783211953806, 'e': 0.5471566423907612}",20,15,10.473090270032229,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.2708425379834268, 'e': 0.5416850759668536}",25,8,-13.69886123299392,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
63,False,"{'a': 0.2681341126035925, 'e': 0.536268225207185}",25,0,-55.0600541140453,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
64,False,"{'a': 0.2654527714775566, 'e': 0.5309055429551132}",20,0,-81.36946949607739,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
65,False,"{'a': 0.262798243762781, 'e': 0.525596487525562}",20,0,-40.268829981359,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
66,False,"{'a': 0.2601702613251532, 'e': 0.5203405226503064}",30,0,-159.66385898505678,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
67,False,"{'a': 0.25756855871190165, 'e': 0.5151371174238033}",30,12,-43.89966682276356,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
68,False,"{'a': 0.25499287312478264, 'e': 0.5099857462495653}",20,5,-12.919614668730617,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
69,False,"{'a': 0.2524429443935348, 'e': 0.5048858887870696}",20,0,-92.62170608751887,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
70,False,"{'a': 0.24991851494959946, 'e': 0.4998370298991989}",25,0,-143.63345136754415,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
71,False,"{'a': 0.24741932980010348, 'e': 0.49483865960020695}",20,0,5.533455400450832,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
72,False,"{'a': 0.24494513650210245, 'e': 0.4898902730042049}",25,13,-16.504135901891466,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
73,False,"{'a': 0.24249568513708142, 'e': 0.48499137027416284}",30,0,-152.0607794825087,"{0: 22, 1: 4, 2: 0, 3: 0, 4: 4}",0
74,False,"{'a': 0.2400707282857106, 'e': 0.4801414565714212}",30,0,-40.09690753035475,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",1
75,False,"{'a': 0.23767002100285348, 'e': 0.47534004200570695}",20,0,-3.4540891784347845,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
76,False,"{'a': 0.23529332079282494, 'e': 0.4705866415856499}",25,0,-73.09044781014917,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
77,False,"{'a': 0.23294038758489669, 'e': 0.46588077516979337}",20,1,-49.63934014753178,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
78,False,"{'a': 0.23061098370904773, 'e': 0.46122196741809546}",20,1,-36.80424312842723,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
79,False,"{'a': 0.22830487387195725, 'e': 0.4566097477439145}",30,1,-19.332489106534947,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 0}",1
80,False,"{'a': 0.22602182513323768, 'e': 0.45204365026647536}",20,13,13.477776540278523,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.2237616068819053, 'e': 0.4475232137638106}",20,9,7.655057619766699,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.22152399081308624, 'e': 0.4430479816261725}",25,0,-103.13635370403965,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
83,False,"{'a': 0.21930875090495539, 'e': 0.43861750180991077}",25,0,-159.68012003884056,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
84,False,"{'a': 0.21711566339590582, 'e': 0.43423132679181164}",35,21,-27.885306851705245,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
85,False,"{'a': 0.21494450676194676, 'e': 0.4298890135238935}",25,8,-41.10662686086569,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 0}",1
86,False,"{'a': 0.2127950616943273, 'e': 0.4255901233886546}",30,0,2.6504086359445536,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
87,False,"{'a': 0.210667111077384, 'e': 0.421334222154768}",20,0,-52.974464358119135,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",1
88,False,"{'a': 0.20856043996661017, 'e': 0.41712087993322033}",20,0,-62.1759069941438,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",1
89,False,"{'a': 0.20647483556694407, 'e': 0.41294967113388814}",20,8,-9.083189047141547,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
90,False,"{'a': 0.20441008721127463, 'e': 0.40882017442254925}",25,0,-41.44482110035339,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
91,False,"{'a': 0.2023659863391619, 'e': 0.4047319726783238}",25,3,-129.73026243707457,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 2}",1
92,False,"{'a': 0.20034232647577027, 'e': 0.40068465295154054}",30,17,-16.671281753144427,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
93,False,"{'a': 0.19833890321101255, 'e': 0.3966778064220251}",25,6,-40.13007052604946,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
94,False,"{'a': 0.19635551417890243, 'e': 0.39271102835780486}",20,0,-103.58626364374739,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
95,False,"{'a': 0.1943919590371134, 'e': 0.3887839180742268}",20,5,-25.998184375306916,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
96,False,"{'a': 0.19244803944674227, 'e': 0.38489607889348454}",25,0,-18.474204426855522,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
97,False,"{'a': 0.19052355905227483, 'e': 0.38104711810454966}",30,0,-45.27228458734107,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
98,False,"{'a': 0.18861832346175209, 'e': 0.37723664692350417}",20,11,15.195453849180103,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.18673214022713458, 'e': 0.37346428045426916}",20,0,-32.51579756106713,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
100,False,"{'a': 0.18486481882486322, 'e': 0.36972963764972644}",35,8,8.95399434400005,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 0}",1
101,False,"{'a': 0.1830161706366146, 'e': 0.3660323412732292}",20,10,-15.39861880741493,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
102,False,"{'a': 0.18118600893024844, 'e': 0.3623720178604969}",20,15,-3.141303686212834,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.17937414884094596, 'e': 0.3587482976818919}",30,7,-30.1956947803825,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 0}",1
104,False,"{'a': 0.1775804073525365, 'e': 0.355160814705073}",25,11,-10.315537460429182,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
105,False,"{'a': 0.17580460327901112, 'e': 0.35160920655802225}",20,0,-72.28061717814732,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
106,False,"{'a': 0.174046557246221, 'e': 0.348093114492442}",25,4,15.271750030387683,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.1723060916737588, 'e': 0.3446121833475176}",30,0,-24.611613303068054,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
108,False,"{'a': 0.17058303075702122, 'e': 0.34116606151404244}",25,16,4.538883479722781,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
109,False,"{'a': 0.168877200449451, 'e': 0.337754400898902}",30,0,-30.983777889277274,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
110,False,"{'a': 0.1671884284449565, 'e': 0.334376856889913}",25,0,-46.03082293102143,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
111,False,"{'a': 0.16551654416050693, 'e': 0.33103308832101386}",20,6,-21.190675697587444,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
112,False,"{'a': 0.16386137871890186, 'e': 0.3277227574378037}",20,2,17.872597964809025,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.16222276493171284, 'e': 0.3244455298634257}",30,1,-14.772672321786409,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 0}",1
114,False,"{'a': 0.1606005372823957, 'e': 0.3212010745647914}",25,7,10.594543318885489,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
115,False,"{'a': 0.15899453190957175, 'e': 0.3179890638191435}",25,3,-25.31379164543127,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
116,False,"{'a': 0.15740458659047601, 'e': 0.31480917318095203}",20,9,16.77287446310123,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.15583054072457125, 'e': 0.3116610814491425}",25,3,-24.07068211170118,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
118,False,"{'a': 0.15427223531732553, 'e': 0.30854447063465107}",20,0,14.351805177231519,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
119,False,"{'a': 0.1527295129641523, 'e': 0.3054590259283046}",25,0,-97.59233297320266,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
120,False,"{'a': 0.15120221783451077, 'e': 0.30240443566902153}",20,13,-36.71442646322408,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
121,False,"{'a': 0.14969019565616565, 'e': 0.2993803913123313}",20,0,30.750294794413772,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
122,False,"{'a': 0.148193293699604, 'e': 0.296386587399208}",25,6,1.1256609064010403,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.14671136076260796, 'e': 0.2934227215252159}",25,2,31.727045505986737,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.14524424715498188, 'e': 0.29048849430996376}",30,8,-9.15186523149141,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
125,False,"{'a': 0.14379180468343206, 'e': 0.2875836093668641}",25,14,-10.992584799232743,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
126,False,"{'a': 0.14235388663659773, 'e': 0.28470777327319546}",25,20,8.229865333901614,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.14093034777023175, 'e': 0.2818606955404635}",25,0,19.349566834537068,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
128,False,"{'a': 0.13952104429252943, 'e': 0.27904208858505886}",20,1,11.939517865705469,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.13812583384960414, 'e': 0.2762516676992083}",25,1,10.678701397557775,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
130,False,"{'a': 0.1367445755111081, 'e': 0.2734891510222162}",25,3,21.64702154208485,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.13537712975599703, 'e': 0.27075425951199406}",20,0,13.982849288587165,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.13402335845843705, 'e': 0.2680467169168741}",25,10,-21.678581926969297,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
133,False,"{'a': 0.13268312487385267, 'e': 0.26536624974770534}",25,7,-105.59920315240744,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 3}",1
134,False,"{'a': 0.13135629362511414, 'e': 0.2627125872502283}",20,0,-60.04995120241238,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",1
135,False,"{'a': 0.13004273068886302, 'e': 0.26008546137772603}",25,19,2.8351896210887184,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.12874230338197437, 'e': 0.25748460676394874}",20,12,14.147985580915138,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.12745488034815464, 'e': 0.2549097606963093}",25,0,-54.45254679285742,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
138,False,"{'a': 0.1261803315446731, 'e': 0.2523606630893462}",30,24,9.756759832315726,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.12491852822922635, 'e': 0.2498370564584527}",25,0,-40.22654782988523,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
140,False,"{'a': 0.12366934294693409, 'e': 0.24733868589386818}",25,0,-22.353808129412485,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
141,False,"{'a': 0.12243264951746474, 'e': 0.24486529903492948}",30,0,-95.26387235438752,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
142,False,"{'a': 0.1212083230222901, 'e': 0.2424166460445802}",30,8,2.3953306223119295,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
143,False,"{'a': 0.1199962397920672, 'e': 0.2399924795841344}",20,0,10.457770100732516,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
144,False,"{'a': 0.11879627739414651, 'e': 0.23759255478829303}",25,3,-38.415828807196824,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
145,False,"{'a': 0.11760831462020506, 'e': 0.23521662924041012}",25,11,-15.381528505854009,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
146,False,"{'a': 0.116432231474003, 'e': 0.232864462948006}",30,15,-45.51044112983373,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
147,False,"{'a': 0.11526790915926297, 'e': 0.23053581831852593}",20,0,30.5223828962851,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
148,False,"{'a': 0.11411523006767034, 'e': 0.22823046013534068}",20,0,25.418639786136126,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
149,False,"{'a': 0.11297407776699364, 'e': 0.22594815553398728}",25,0,-49.84721364619796,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
150,False,"{'a': 0.1118443369893237, 'e': 0.2236886739786474}",25,17,-5.745071921876217,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
151,False,"{'a': 0.11072589361943046, 'e': 0.22145178723886091}",30,9,33.80671411141659,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.10961863468323615, 'e': 0.2192372693664723}",20,0,4.4737973440785375,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
153,False,"{'a': 0.10852244833640379, 'e': 0.21704489667280757}",25,12,-39.16925611471208,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
154,False,"{'a': 0.10743722385303975, 'e': 0.2148744477060795}",30,12,1.7778636934761876,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
155,False,"{'a': 0.10636285161450935, 'e': 0.2127257032290187}",25,9,16.3003016211267,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.10529922309836426, 'e': 0.21059844619672852}",20,0,17.72338212082444,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
157,False,"{'a': 0.10424623086738062, 'e': 0.20849246173476124}",20,10,7.233754337930347,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.1032037685587068, 'e': 0.2064075371174136}",20,0,-30.87228801079528,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
159,False,"{'a': 0.10217173087311975, 'e': 0.2043434617462395}",25,17,14.782144969689742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.10115001356438855, 'e': 0.2023000271287771}",25,10,20.991158410395165,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.10013851342874465, 'e': 0.2002770268574893}",20,0,3.9935833863050982,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
162,False,"{'a': 0.09913712829445721, 'e': 0.19827425658891443}",20,0,26.819673698820754,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
163,False,"{'a': 0.09814575701151264, 'e': 0.19629151402302528}",20,5,26.585775002709127,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.09716429944139751, 'e': 0.19432859888279502}",20,2,-20.354871871790007,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
165,False,"{'a': 0.09619265644698353, 'e': 0.19238531289396707}",25,7,13.507809320795065,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
166,False,"{'a': 0.0952307298825137, 'e': 0.1904614597650274}",20,12,14.991234468254746,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.09427842258368856, 'e': 0.1885568451673771}",20,3,29.746838969202646,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.09333563835785168, 'e': 0.18667127671570335}",25,11,23.919872556919984,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.09240228197427315, 'e': 0.1848045639485463}",20,0,-19.72654824578688,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
170,False,"{'a': 0.09147825915453042, 'e': 0.18295651830906084}",20,2,23.444625529229313,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.09056347656298512, 'e': 0.18112695312597024}",20,13,1.4855049355969998,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.08965784179735527, 'e': 0.17931568359471053}",25,0,3.528268446142735,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
173,False,"{'a': 0.08876126337938171, 'e': 0.17752252675876343}",20,0,27.285372081671614,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
